node1	node2
YAL027W	YMR128W
YAL027W	YNL106C
YAL027W	YOR294W
YAL027W	YPL004C
YAL027W	YPL022W
YAL027W	YPL146C
YAL027W	YPR171W
YAL028W	YMR186W
YAL029C	YBR130C
YAL029C	YDR457W
YAL029C	YGL106W
YAL029C	YGL213C
YAL029C	YKL018W
YAL029C	YKL124W
YAL029C	YLR304C
YAL029C	YMR075W
YAL031C	YNL317W
YAL032C	YDL043C
YAL032C	YDR416W
YAL032C	YPL151C
YAL033W	YBR257W
YAL033W	YHR062C
YAL033W	YIR015W
YAL033W	YNL221C
YAL034C	YER110C
YAL034C	YOL004W
YAL034W-A	YIR010W
YAL034W-A	YJR112W
YAL034W-A	YPL233W
YAL036C	YBR279W
YAL036C	YDL168W
YAL036C	YNL209W
YAL036C	YOR091W
YAL042W	YDL097C
YAL042W	YDL147W
YAL042W	YFR052W
YAL043C	YAL046C
YAL043C	YBL076C
YAL043C	YBL101C
YAL043C	YBR119W
YAL043C	YDL199C
YAL043C	YDR195W
YAL043C	YER133W
YAL043C	YGR156W
YAL043C	YJR093C
YAL043C	YKL018W
YAL043C	YKL059C
YAL043C	YLR115W
YAL043C	YLR277C
YAL043C	YLR303W
YAL043C	YNL317W
YAL043C	YOR179C
YAL043C	YPR107C
YAL044C	YLR239C
YAL047C	YDR179C
YAL047C	YHR172W
YAL047C	YLR179C
YAL047C	YNL209W
YAL047C	YNL224C
YAL051W	YCR087C-A
YAL051W	YDR060W
YAL051W	YDR412W
YAL051W	YIL036W
YAL051W	YKL172W
YAL051W	YLR197W
YAL051W	YNL325C
YAL051W	YOR310C
YAL051W	YPL146C
YAL051W	YPR169W
YAL053W	YKL028W
YAL059W	YMR124W
YAL060W	YAL061W
YAL062W	YAR071W
YAL062W	YCR020W-B
YAL062W	YGL070C
YAL062W	YIL033C
YAL062W	YOR362C
YAL062W	YPL160W
YAL067C	YNL162W
YAR002C-A	YGL200C
YAR002W	YER110C
YAR002W	YLR335W
YAR002W	YLR347C
YAR002W	YNL189W
YAR003W	YBR175W
YAR003W	YDR469W
YAR003W	YHR119W
YAR003W	YLR015W
YAR003W	YPL138C
YAR007C	YBL002W
YAR007C	YDL140C
YAR007C	YDR129C
YAR007C	YDR174W
YAR007C	YEL030W
YAR007C	YFL014W
YAR007C	YHR164C
YAR007C	YJL115W
YAR007C	YJL173C
YAR007C	YLR429W
YAR007C	YNL031C
YAR007C	YNL312W
YAR007C	YPR161C
YAR010C	YBR264C
YAR010C	YDL095W
YAR010C	YDR044W
YAR010C	YGL035C
YAR010C	YGL167C
YAR010C	YIL043C
YAR010C	YIL148W
YAR010C	YJR010C-A
YAR010C	YJR135C
YAR010C	YLR022C
YAR010C	YML131W
YAR010C	YNR051C
YAR010C	YPR161C
YAR010C	YPR164W
YAR014C	YER133W
YAR014C	YER155C
YAR014C	YHR158C
YAR014C	YML131W
YAR015W	YLR291C
YAR019C	YDL220C
YAR019C	YGR173W
YAR042W	YBR079C
YAR042W	YDL019C
YAR042W	YDL040C
YAR042W	YLR119W
YAR042W	YML069W
YAR042W	YOR361C
YAR042W	YPR080W
YAR062W	YMR108W
YAR071W	YBR093C
YAR071W	YCR038C
YAR071W	YFR055W
YAR071W	YGL245W
YBL002W	YBL003C
YBL002W	YBR009C
YBL002W	YBR010W
YBL002W	YBR060C
YBL002W	YCR043C
YBL002W	YDL095W
YBL002W	YDL156W
YBL002W	YDR044W
YBL002W	YDR075W
YBL002W	YDR224C
YBL002W	YER091C
YBL002W	YGL035C
YBL002W	YGL112C
YBL002W	YGL207W
YBL002W	YGL241W
YBL002W	YGR275W
YBL002W	YHR118C
YBL002W	YIL076W
YBL002W	YJR010C-A
YBL002W	YKR048C
YBL002W	YLR133W
YBL002W	YLR320W
YBL002W	YLR385C
YBL002W	YLR455W
YBL002W	YML065W
YBL002W	YML069W
YBL002W	YMR044W
YBL002W	YMR072W
YBL002W	YMR075W
YBL002W	YNL030W
YBL002W	YNL088W
YBL002W	YNL201C
YBL002W	YNL261W
YBL002W	YOL012C
YBL002W	YOL054W
YBL002W	YPL001W
YBL002W	YPR161C
YBL002W	YPR162C
YBL003C	YBL046W
YBL003C	YBL052C
YBL003C	YBR009C
YBL003C	YBR010W
YBL003C	YBR049C
YBL003C	YBR060C
YBL003C	YBR247C
YBL003C	YCR028C-A
YBL003C	YCR087C-A
YBL003C	YDL002C
YBL003C	YDL014W
YBL003C	YDL019C
YBL003C	YDL070W
YBL003C	YDL095W
YBL003C	YDL105W
YBL003C	YDL208W
YBL003C	YDR044W
YBL003C	YDR052C
YBL003C	YDR075W
YBL003C	YDR174W
YBL003C	YDR207C
YBL003C	YDR224C
YBL003C	YDR225W
YBL003C	YDR463W
YBL003C	YEL012W
YBL003C	YEL018W
YBL003C	YER092W
YBL003C	YER116C
YBL003C	YER147C
YBL003C	YFL013C
YBL003C	YFL024C
YBL003C	YGL035C
YBL003C	YGL207W
YBL003C	YGL227W
YBL003C	YGL241W
YBL003C	YGL252C
YBL003C	YGR250C
YBL003C	YHL024W
YBL003C	YHL034C
YBL003C	YHR090C
YBL003C	YHR118C
YBL003C	YHR193C
YBL003C	YIL026C
YBL003C	YIL035C
YBL003C	YIL043C
YBL003C	YIL056W
YBL003C	YIL076W
YBL003C	YIL148W
YBL003C	YIL173W
YBL003C	YJL033W
YBL003C	YJL034W
YBL003C	YJL047C
YBL003C	YJL138C
YBL003C	YJR010C-A
YBL003C	YJR052W
YBL003C	YJR082C
YBL003C	YKR048C
YBL003C	YLR022C
YBL003C	YLR033W
YBL003C	YLR385C
YBL003C	YML069W
YBL003C	YML103C
YBL003C	YMR044W
YBL003C	YMR072W
YBL003C	YMR223W
YBL003C	YMR284W
YBL003C	YNL030W
YBL003C	YNL031C
YBL003C	YNL059C
YBL003C	YNL088W
YBL003C	YNL201C
YBL003C	YNL209W
YBL003C	YNL290W
YBL003C	YOL051W
YBL003C	YOL059W
YBL003C	YOR058C
YBL003C	YOR061W
YBL003C	YOR217W
YBL003C	YOR244W
YBL003C	YPL001W
YBL003C	YPL032C
YBL003C	YPL090C
YBL003C	YPR008W
YBL003C	YPR161C
YBL004W	YJL124C
YBL004W	YMR186W
YBL005W	YBR149W
YBL007C	YLR435W
YBL007C	YOR181W
YBL008W	YBR215W
YBL008W	YJL115W
YBL010C	YNL317W
YBL014C	YJL025W
YBL014C	YML043C
YBL016W	YBR072W
YBL016W	YDR171W
YBL016W	YLR259C
YBL016W	YNL246W
YBL017C	YDL097C
YBL019W	YCR020W-B
YBL019W	YCR028C-A
YBL020W	YGL011C
YBL021C	YGL045W
YBL021C	YGL237C
YBL021C	YOR358W
YBL023C	YNL262W
YBL024W	YDL014W
YBL024W	YDR381W
YBL024W	YIL070C
YBL024W	YLR150W
YBL026W	YCR077C
YBL026W	YGL173C
YBL026W	YGR074W
YBL026W	YJL124C
YBL026W	YJR022W
YBL026W	YKL173W
YBL026W	YLR275W
YBL026W	YLR438C-A
YBL026W	YMR268C
YBL026W	YPR178W
YBL030C	YGL167C
YBL032W	YGL105W
YBL032W	YGL245W
YBL032W	YLR363W-A
YBL035C	YDR054C
YBL035C	YKL210W
YBL035C	YNL102W
YBL036C	YGR185C
YBL036C	YLR150W
YBL037W	YJL084C
YBL037W	YKR026C
YBL037W	YNL265C
YBL037W	YOL062C
YBL038W	YGR093W
YBL038W	YJL200C
YBL038W	YKR006C
YBL038W	YLR399C
YBL038W	YML025C
YBL039C	YGL022W
YBL039C	YGR124W
YBL041W	YER012W
YBL041W	YFR050C
YBL041W	YGL011C
YBL041W	YGR135W
YBL041W	YGR253C
YBL041W	YJL001W
YBL041W	YML092C
YBL041W	YMR314W
YBL041W	YOL038W
YBL041W	YOR157C
YBL041W	YOR362C
YBL041W	YPR103W
YBL044W	YMR224C
YBL045C	YPR191W
YBL046W	YDR075W
YBL046W	YDR225W
YBL046W	YDR293C
YBL046W	YML010W
YBL046W	YNL201C
YBL047C	YCR030C
YBL047C	YJL148W
YBL052C	YBR010W
YBL052C	YJR082C
YBL052C	YLR455W
YBL052C	YPR031W
YBL054W	YDL147W
YBL054W	YDR363W-A
YBL054W	YFR010W
YBL055C	YDR280W
YBL055C	YOR052C
YBL056W	YDR071C
YBL056W	YLR240W
YBL057C	YER021W
YBL058W	YDL126C
YBL058W	YDR295C
YBL058W	YDR388W
YBL058W	YHR064C
YBL058W	YJR098C
YBL058W	YLR377C
YBL058W	YML064C
YBL058W	YNL155W
YBL058W	YOR342C
YBL058W	YPL133C
YBL058W	YPR168W
YBL059W	YGL070C
YBL060W	YBR159W
YBL060W	YJL047C
YBL060W	YMR214W
YBL061C	YGL073W
YBL061C	YJL020C
YBL063W	YMR016C
YBL067C	YER030W
YBL067C	YML105C
YBL067C	YOL087C
YBL071W-A	YCR009C
YBL071W-A	YDR385W
YBL071W-A	YDR388W
YBL071W-A	YEL037C
YBL071W-A	YIL103W
YBL071W-A	YKL191W
YBL071W-A	YLR384C
YBL071W-A	YLR429W
YBL074C	YGR074W
YBL074C	YHR165C
YBL074C	YLR347C
YBL074C	YPR182W
YBL075C	YBR247C
YBL075C	YCR043C
YBL075C	YDL095W
YBL075C	YDR044W
YBL075C	YDR128W
YBL075C	YDR449C
YBL075C	YEL037C
YBL075C	YKR072C
YBL075C	YLL060C
YBL075C	YLR320W
YBL075C	YLR325C
YBL075C	YMR123W
YBL075C	YNL250W
YBL075C	YNL293W
YBL076C	YDR238C
YBL076C	YFR052W
YBL076C	YLR060W
YBL078C	YLR295C
YBL079W	YGL106W
YBL079W	YGR037C
YBL079W	YLR429W
YBL081W	YPR173C
YBL082C	YBR193C
YBL082C	YGL070C
YBL084C	YBR054W
YBL084C	YDR118W
YBL084C	YGL240W
YBL084C	YHR166C
YBL084C	YKL022C
YBL084C	YLR127C
YBL084C	YNL172W
YBL084C	YOR242C
YBL084C	YOR249C
YBL086C	YDL182W
YBL086C	YLR045C
YBL087C	YDR361C
YBL087C	YGL227W
YBL087C	YJR010C-A
YBL087C	YKL117W
YBL090W	YIL070C
YBL090W	YIL093C
YBL090W	YJL063C
YBL093C	YBR193C
YBL093C	YBR253W
YBL093C	YDL005C
YBL093C	YDR308C
YBL093C	YDR381W
YBL093C	YER022W
YBL093C	YGL025C
YBL093C	YGL127C
YBL093C	YGR104C
YBL093C	YGR198W
YBL093C	YHR058C
YBL093C	YHR121W
YBL093C	YLR150W
YBL093C	YNL236W
YBL093C	YNR010W
YBL093C	YOL051W
YBL093C	YOR174W
YBL093C	YPR070W
YBL093C	YPR168W
YBL097W	YDR388W
YBL097W	YFR031C
YBL097W	YGR135W
YBL097W	YHL002W
YBL097W	YLR086W
YBL097W	YLR272C
YBL099W	YJR121W
YBL103C	YBR010W
YBL103C	YOL067C
YBL104C	YMR186W
YBL105C	YBR166C
YBL105C	YHR070W
YBL105C	YIL143C
YBL105C	YMR113W
YBL105C	YMR219W
YBL105C	YNL232W
YBL106C	YFL013C
YBL106C	YKL117W
YBL111C	YIL069C
YBR001C	YBR109C
YBR001C	YBR127C
YBR001C	YDR001C
YBR001C	YDR171W
YBR001C	YGL106W
YBR009C	YBR010W
YBR009C	YBR060C
YBR009C	YCL040W
YBR009C	YCR043C
YBR009C	YDL095W
YBR009C	YDR044W
YBR009C	YDR174W
YBR009C	YDR224C
YBR009C	YEL056W
YBR009C	YER116C
YBR009C	YGL207W
YBR009C	YGR275W
YBR009C	YHR118C
YBR009C	YIL070C
YBR009C	YIL076W
YBR009C	YJL047C
YBR009C	YJL115W
YBR009C	YLL022C
YBR009C	YLR320W
YBR009C	YML012W
YBR009C	YML065W
YBR009C	YML069W
YBR009C	YMR043W
YBR009C	YMR072W
YBR009C	YMR284W
YBR009C	YNL030W
YBR009C	YNL031C
YBR009C	YNL206C
YBR009C	YOL054W
YBR009C	YOR064C
YBR009C	YOR217W
YBR009C	YPL001W
YBR009C	YPR046W
YBR010W	YBR087W
YBR010W	YBR245C
YBR010W	YCR087C-A
YBR010W	YDR052C
YBR010W	YDR174W
YBR010W	YDR463W
YBR010W	YEL056W
YBR010W	YER147C
YBR010W	YFR034C
YBR010W	YFR037C
YBR010W	YGL035C
YBR010W	YGL207W
YBR010W	YGR081C
YBR010W	YIL070C
YBR010W	YJL047C
YBR010W	YJL115W
YBR010W	YKR048C
YBR010W	YLL022C
YBR010W	YLR320W
YBR010W	YML069W
YBR010W	YMR031C
YBR010W	YMR044W
YBR010W	YMR284W
YBR010W	YMR288W
YBR010W	YMR308C
YBR010W	YNL031C
YBR010W	YNL054W
YBR010W	YNL167C
YBR010W	YNL206C
YBR010W	YPL001W
YBR010W	YPR052C
YBR011C	YIL103W
YBR011C	YJL033W
YBR011C	YJL098W
YBR011C	YKR043C
YBR011C	YLL060C
YBR011C	YLR371W
YBR011C	YML056C
YBR011C	YPL066W
YBR011C	YPR080W
YBR017C	YBR189W
YBR017C	YGL122C
YBR017C	YLR426W
YBR017C	YOR374W
YBR019C	YLR170C
YBR023C	YHR077C
YBR025C	YHR027C
YBR025C	YOL142W
YBR025C	YPL002C
YBR026C	YDR054C
YBR026C	YIL148W
YBR028C	YIL144W
YBR030W	YGL106W
YBR030W	YLR244C
YBR034C	YEL016C
YBR034C	YLR315W
YBR039W	YEL056W
YBR039W	YGR250C
YBR039W	YMR186W
YBR042C	YLR170C
YBR044C	YIL069C
YBR044C	YIL126W
YBR044C	YJR010C-A
YBR044C	YLR435W
YBR045C	YGL057C
YBR047W	YDR238C
YBR049C	YCR047C
YBR049C	YDR490C
YBR049C	YNL088W
YBR054W	YDL013W
YBR054W	YDR381W
YBR054W	YPL263C
YBR055C	YDR473C
YBR055C	YER029C
YBR055C	YER172C
YBR055C	YGR091W
YBR055C	YKL173W
YBR055C	YLR147C
YBR055C	YNR011C
YBR055C	YOR308C
YBR055C	YPR178W
YBR055C	YPR182W
YBR057C	YLL040C
YBR058C	YBR112C
YBR058C	YCR073W-A
YBR058C	YDL182W
YBR058C	YDR388W
YBR058C	YEL030W
YBR058C	YGL106W
YBR058C	YIL148W
YBR058C	YKR049C
YBR058C	YMR304W
YBR058C	YOL006C
YBR058C	YPL085W
YBR059C	YER177W
YBR059C	YIL148W
YBR059C	YOL068C
YBR060C	YDR174W
YBR060C	YHR118C
YBR060C	YLL004W
YBR060C	YML065W
YBR060C	YNL261W
YBR060C	YOR294W
YBR060C	YPL001W
YBR060C	YPR162C
YBR061C	YMR259C
YBR061C	YPL183C
YBR062C	YMR083W
YBR065C	YDR429C
YBR065C	YKL081W
YBR065C	YKR048C
YBR065C	YLL026W
YBR065C	YMR146C
YBR065C	YMR186W
YBR065C	YMR309C
YBR065C	YNL250W
YBR065C	YPL004C
YBR065C	YPL240C
YBR065C	YPR080W
YBR066C	YCR082W
YBR066C	YKR015C
YBR067C	YER151C
YBR069C	YDL100C
YBR069C	YDR427W
YBR069C	YHR064C
YBR069C	YPR108W
YBR072W	YBR127C
YBR072W	YDR213W
YBR072W	YER070W
YBR072W	YJL047C
YBR072W	YJR043C
YBR072W	YMR083W
YBR072W	YNL313C
YBR072W	YOR159C
YBR072W	YPL226W
YBR072W	YPR056W
YBR072W	YPR161C
YBR073W	YKR072C
YBR079C	YDL019C
YBR079C	YDR429C
YBR079C	YER025W
YBR079C	YGL106W
YBR079C	YHL004W
YBR079C	YJR007W
YBR079C	YJR045C
YBR079C	YKL004W
YBR079C	YLR192C
YBR079C	YLR199C
YBR079C	YLR259C
YBR079C	YMR146C
YBR079C	YMR186W
YBR079C	YMR309C
YBR079C	YNL244C
YBR079C	YOR052C
YBR079C	YOR061W
YBR079C	YOR361C
YBR079C	YPR041W
YBR079C	YPR116W
YBR080C	YDL147W
YBR080C	YDR363W-A
YBR080C	YDR427W
YBR081C	YBR198C
YBR081C	YDR145W
YBR081C	YDR167W
YBR081C	YDR176W
YBR081C	YDR392W
YBR081C	YDR448W
YBR081C	YGL112C
YBR081C	YGR252W
YBR081C	YLR055C
YBR081C	YMR223W
YBR081C	YMR236W
YBR081C	YOL148C
YBR081C	YPL047W
YBR082C	YDR059C
YBR082C	YER068W
YBR082C	YKL010C
YBR082C	YOR294W
YBR083W	YKL126W
YBR084W	YDL130W
YBR084W	YGL207W
YBR084W	YGR204W
YBR085W	YGL167C
YBR087W	YCL016C
YBR087W	YDR087C
YBR087W	YDR171W
YBR087W	YEL026W
YBR087W	YJR068W
YBR087W	YLR150W
YBR087W	YLR223C
YBR087W	YML105C
YBR087W	YMR031C
YBR087W	YNL290W
YBR087W	YOR144C
YBR087W	YOR217W
YBR088C	YIL035C
YBR088C	YJR043C
YBR088C	YKL113C
YBR094W	YEL015W
YBR094W	YKR009C
YBR094W	YOL149W
YBR095C	YDL076C
YBR095C	YIL084C
YBR095C	YMR263W
YBR095C	YNL097C
YBR095C	YNL330C
YBR095C	YOL004W
YBR095C	YPL139C
YBR095C	YPL181W
YBR097W	YDR388W
YBR098W	YDR386W
YBR101C	YBR115C
YBR101C	YGL099W
YBR103W	YCR033W
YBR103W	YDR155C
YBR103W	YIL112W
YBR103W	YKR029C
YBR105C	YGL227W
YBR105C	YIL097W
YBR105C	YMR135C
YBR107C	YBR211C
YBR107C	YDR254W
YBR107C	YDR318W
YBR107C	YGR179C
YBR107C	YJR135C
YBR107C	YLR315W
YBR107C	YPL018W
YBR107C	YPR046W
YBR107C	YPR049C
YBR108W	YCR009C
YBR108W	YDR388W
YBR108W	YGR086C
YBR108W	YPL004C
YBR109C	YBR130C
YBR109C	YBR218C
YBR109C	YCR008W
YBR109C	YDR155C
YBR109C	YEL037C
YBR109C	YER098W
YBR109C	YFL014W
YBR109C	YFR014C
YBR109C	YGL106W
YBR109C	YGL242C
YBR109C	YGR240C
YBR109C	YJL115W
YBR109C	YJR104C
YBR109C	YKL122C
YBR109C	YKL129C
YBR109C	YKL190W
YBR109C	YLL060C
YBR109C	YLR288C
YBR109C	YLR304C
YBR109C	YLR356W
YBR109C	YLR433C
YBR109C	YML057W
YBR109C	YMR071C
YBR109C	YMR109W
YBR109C	YMR315W
YBR109C	YNL031C
YBR109C	YOL016C
YBR109C	YOL109W
YBR109C	YOR127W
YBR109C	YOR326W
YBR115C	YCR020W-B
YBR117C	YPR074C
YBR119W	YDL087C
YBR119W	YDR235W
YBR119W	YDR240C
YBR119W	YER029C
YBR119W	YFL017W-A
YBR119W	YGR013W
YBR119W	YGR074W
YBR119W	YHR086W
YBR119W	YIL061C
YBR119W	YKL012W
YBR119W	YLR147C
YBR119W	YLR275W
YBR119W	YLR298C
YBR119W	YML046W
YBR123C	YDR362C
YBR123C	YGR047C
YBR123C	YOR110W
YBR123C	YPL007C
YBR125C	YDR071C
YBR125C	YPL001W
YBR126C	YCL040W
YBR126C	YDR074W
YBR126C	YLR002C
YBR126C	YLR215C
YBR126C	YML100W
YBR126C	YMR261C
YBR126C	YNL209W
YBR127C	YDL185W
YBR127C	YDR289C
YBR127C	YDR328C
YBR127C	YEL051W
YBR127C	YGL227W
YBR127C	YGR020C
YBR127C	YGR155W
YBR127C	YHR039C-A
YBR127C	YJR033C
YBR127C	YJR069C
YBR127C	YML121W
YBR127C	YNL239W
YBR127C	YOR189W
YBR127C	YPL151C
YBR127C	YPR036W
YBR127C	YPR116W
YBR128C	YGL105W
YBR130C	YGL106W
YBR130C	YKL130C
YBR131W	YGL124C
YBR135W	YDL155W
YBR135W	YDR099W
YBR135W	YJL138C
YBR135W	YLL050C
YBR135W	YLR079W
YBR135W	YLR109W
YBR135W	YNL209W
YBR136W	YHR114W
YBR136W	YMR259C
YBR136W	YOR181W
YBR136W	YOR210W
YBR136W	YOR260W
YBR137W	YOL111C
YBR137W	YOR007C
YBR139W	YDR087C
YBR139W	YDR416W
YBR139W	YER062C
YBR139W	YHR064C
YBR140C	YML058W
YBR142W	YDL168W
YBR142W	YER035W
YBR142W	YGR103W
YBR142W	YHR052W
YBR142W	YOL064C
YBR143C	YDR172W
YBR143C	YIL035C
YBR146W	YBR251W
YBR146W	YDR337W
YBR146W	YER050C
YBR146W	YGR084C
YBR146W	YIL070C
YBR146W	YNL137C
YBR148W	YER006W
YBR148W	YHR121W
YBR148W	YIL069C
YBR150C	YLR106C
YBR151W	YNL126W
YBR152W	YDL098C
YBR152W	YER029C
YBR152W	YGR075C
YBR154C	YDL115C
YBR154C	YDL140C
YBR154C	YDL150W
YBR154C	YDR156W
YBR154C	YFL023W
YBR154C	YGL043W
YBR154C	YGL070C
YBR154C	YGR005C
YBR154C	YGR063C
YBR154C	YGR186W
YBR154C	YIL021W
YBR154C	YJL011C
YBR154C	YJL140W
YBR154C	YJL148W
YBR154C	YJR063W
YBR154C	YLR200W
YBR154C	YNL113W
YBR154C	YNL248C
YBR154C	YNR003C
YBR154C	YOL005C
YBR154C	YOR151C
YBR154C	YOR207C
YBR154C	YOR210W
YBR154C	YOR224C
YBR154C	YOR340C
YBR154C	YOR341W
YBR154C	YPL129W
YBR154C	YPR010C
YBR154C	YPR110C
YBR154C	YPR187W
YBR155W	YCL014W
YBR155W	YJR031C
YBR155W	YKR048C
YBR155W	YMR186W
YBR155W	YNL209W
YBR156C	YJR089W
YBR156C	YNL162W
YBR156C	YPL209C
YBR159W	YDR174W
YBR159W	YDR381W
YBR159W	YGL008C
YBR159W	YIL105C
YBR159W	YJL123C
YBR159W	YJR065C
YBR159W	YLL050C
YBR159W	YLR314C
YBR159W	YLR429W
YBR159W	YNL055C
YBR159W	YNR035C
YBR159W	YOR233W
YBR160W	YDL155W
YBR160W	YLR079W
YBR160W	YLR187W
YBR160W	YLR210W
YBR160W	YPR119W
YBR160W	YPR120C
YBR161W	YMR091C
YBR166C	YNL209W
YBR166C	YNL317W
YBR167C	YBR257W
YBR167C	YHR062C
YBR167C	YNL221C
YBR167C	YNL246W
YBR168W	YER021W
YBR169C	YDR171W
YBR169C	YKL210W
YBR169C	YNL209W
YBR169C	YPL012W
YBR170C	YDL126C
YBR170C	YGR048W
YBR170C	YKL117W
YBR170C	YNL155W
YBR171W	YDL095W
YBR171W	YOR254C
YBR173C	YER012W
YBR173C	YER094C
YBR173C	YGL011C
YBR173C	YGL096W
YBR173C	YGR135W
YBR173C	YGR253C
YBR173C	YKL206C
YBR173C	YKR054C
YBR173C	YLR199C
YBR173C	YML092C
YBR173C	YMR314W
YBR173C	YOL038W
YBR173C	YOR157C
YBR173C	YOR362C
YBR175W	YBR258C
YBR175W	YDR469W
YBR175W	YHR029C
YBR175W	YHR119W
YBR175W	YJR009C
YBR175W	YJR094W-A
YBR175W	YKL018W
YBR175W	YLR015W
YBR175W	YLR150W
YBR175W	YMR186W
YBR175W	YPL138C
YBR176W	YPR080W
YBR180W	YKL117W
YBR185C	YCL032W
YBR185C	YPR175W
YBR186W	YHR104W
YBR187W	YDR381W
YBR187W	YDR412W
YBR187W	YOL041C
YBR187W	YOR294W
YBR187W	YPL217C
YBR187W	YPR112C
YBR188C	YDR416W
YBR188C	YLL036C
YBR188C	YLR117C
YBR189W	YDL040C
YBR189W	YDL060W
YBR189W	YDL182W
YBR189W	YGL167C
YBR189W	YIL043C
YBR189W	YJR010C-A
YBR189W	YPL081W
YBR189W	YPR161C
YBR193C	YBR253W
YBR193C	YDR308C
YBR193C	YER022W
YBR193C	YGL127C
YBR193C	YGL151W
YBR193C	YGR104C
YBR193C	YGR116W
YBR193C	YHR041C
YBR193C	YHR058C
YBR193C	YLR071C
YBR193C	YLR150W
YBR193C	YMR112C
YBR193C	YNL236W
YBR193C	YNR010W
YBR193C	YOL051W
YBR193C	YOR174W
YBR193C	YOR192C
YBR193C	YPR070W
YBR193C	YPR168W
YBR194W	YPR152C
YBR195C	YML102W
YBR195C	YPR018W
YBR196C	YDR172W
YBR196C	YJL062W-A
YBR197C	YLR423C
YBR198C	YDR145W
YBR198C	YDR167W
YBR198C	YGL112C
YBR198C	YGR252W
YBR198C	YGR274C
YBR198C	YLR055C
YBR198C	YML015C
YBR198C	YML098W
YBR198C	YMR005W
YBR198C	YMR223W
YBR198C	YMR227C
YBR198C	YMR236W
YBR198C	YOL148C
YBR198C	YPL011C
YBR198C	YPL047W
YBR198C	YPL254W
YBR211C	YDR254W
YBR211C	YDR318W
YBR211C	YGR179C
YBR211C	YJR135C
YBR211C	YLR315W
YBR211C	YPL018W
YBR211C	YPR046W
YBR212W	YDR099W
YBR212W	YDR304C
YBR212W	YHR064C
YBR212W	YIR037W
YBR212W	YNL135C
YBR212W	YPL037C
YBR214W	YDL047W
YBR215W	YDR381W
YBR215W	YJL115W
YBR215W	YJR140C
YBR215W	YOR038C
YBR218C	YGL062W
YBR218C	YGL106W
YBR218C	YJL092W
YBR218C	YNL079C
YBR221C	YDL239C
YBR221C	YJL131C
YBR221C	YLR418C
YBR221C	YNL071W
YBR223C	YGL082W
YBR223C	YLR429W
YBR223C	YPL181W
YBR225W	YGL197W
YBR225W	YLR310C
YBR225W	YOR157C
YBR228W	YLR028C
YBR229C	YDR221W
YBR231C	YDR190C
YBR231C	YDR334W
YBR231C	YDR485C
YBR231C	YGR002C
YBR231C	YIL035C
YBR231C	YJL081C
YBR231C	YLR385C
YBR231C	YLR399C
YBR231C	YML041C
YBR231C	YNL107W
YBR231C	YPL235W
YBR233W-A	YKR083C
YBR234C	YDL029W
YBR234C	YEL037C
YBR234C	YIL062C
YBR234C	YJR065C
YBR234C	YKL013C
YBR234C	YLR370C
YBR234C	YLR429W
