node1	node2
YAL021C	YGL178W
YAL021C	YGL195W
YAL021C	YGR086C
YAL021C	YGR092W
YAL021C	YGR134W
YAL021C	YGR155W
YAL021C	YGR184C
YAL021C	YJL130C
YAL021C	YJR121W
YAL021C	YKR036C
YAL021C	YLL013C
YAL021C	YLR180W
YAL021C	YLR259C
YAL021C	YML085C
YAL021C	YMR214W
YAL021C	YNL025C
YAL021C	YNL064C
YAL021C	YNL071W
YAL021C	YNL288W
YAL021C	YNR052C
YAL021C	YOR027W
YAL021C	YPL042C
YAL021C	YPR072W
YAL022C	YBR159W
YAL022C	YDR497C
YAL022C	YGL132W
YAL022C	YHR140W
YAL022C	YJR117W
YAL023C	YAR027W
YAL024C	YBR160W
YAL024C	YHR030C
YAL024C	YHR158C
YAL024C	YIR009W
YAL025C	YJR044C
YAL025C	YOR005C
YAL025C	YOR267C
YAL026C	YAL053W
YAL026C	YDL192W
YAL026C	YPL146C
YAL027W	YBR196C
YAL027W	YCL024W
YAL027W	YDR174W
YAL027W	YDR381W
YAL027W	YDR507C
YAL027W	YLR044C
YAL027W	YML095C
YAL027W	YOL086C
YAL027W	YPL022W
YAL028W	YBL050W
YAL028W	YBR160W
YAL028W	YDL239C
YAL028W	YLR233C
YAL029C	YBR081C
YAL029C	YBR109C
YAL029C	YBR130C
YAL029C	YDR101C
YAL029C	YER110C
YAL029C	YFL039C
YAL029C	YGL106W
YAL029C	YGL195W
YAL029C	YHR023W
YAL029C	YKL130C
YAL029C	YLR249W
YAL029C	YMR139W
YAL029C	YMR186W
YAL029C	YMR309C
YAL029C	YOL086C
YAL029C	YOR181W
YAL030W	YDR468C
YAL030W	YGR009C
YAL031C	YBR160W
YAL031C	YCL027W
YAL031C	YER133W
YAL032C	YBR017C
YAL032C	YDL209C
YAL032C	YDR364C
YAL032C	YDR416W
YAL032C	YGL120C
YAL032C	YGL128C
YAL032C	YGR278W
YAL032C	YJL203W
YAL032C	YKL095W
YAL032C	YKL173W
YAL032C	YLL036C
YAL032C	YLR117C
YAL032C	YLR338W
YAL032C	YLR345W
YAL032C	YLR423C
YAL032C	YML049C
YAL032C	YMR213W
YAL032C	YMR288W
YAL032C	YNL189W
YAL032C	YOR036W
YAL032C	YPL151C
YAL032C	YPL213W
YAL033W	YBR167C
YAL033W	YJR115W
YAL034C	YBR198C
YAL034C	YER110C
YAL034C	YGR274C
YAL034C	YOL004W
YAL034C	YOL086C
YAL034W-A	YDL028C
YAL034W-A	YGL172W
YAL034W-A	YGR120C
YAL034W-A	YJR091C
YAL034W-A	YKL103C
YAL035W	YBR084W
YAL035W	YDL014W
YAL035W	YDR496C
YAL035W	YER036C
YAL035W	YER142C
YAL035W	YGL130W
YAL035W	YGR102C
YAL035W	YIL018W
YAL035W	YIR001C
YAL035W	YLR175W
YAL035W	YLR241W
YAL035W	YLR427W
YAL035W	YMR106C
YAL035W	YMR309C
YAL035W	YNL030W
YAL035W	YOR119C
YAL035W	YOR361C
YAL035W	YPR041W
YAL036C	YBR118W
YAL036C	YCL018W
YAL036C	YCR038C
YAL036C	YDL065C
YAL036C	YDL126C
YAL036C	YDR152W
YAL036C	YFL039C
YAL036C	YGR162W
YAL036C	YGR250C
YAL036C	YHR027C
YAL036C	YIL075C
YAL036C	YJL130C
YAL036C	YJL138C
YAL036C	YKL152C
YAL036C	YMR012W
YAL036C	YMR205C
YAL036C	YNR022C
YAL036C	YPL061W
YAL038W	YNL307C
YAL038W	YOR226C
YAL040C	YBR160W
YAL040C	YGL120C
YAL040C	YJL013C
YAL040C	YJL157C
YAL040C	YJR132W
YAL040C	YLL021W
YAL040C	YLR182W
YAL040C	YLR259C
YAL040C	YNL064C
YAL040C	YNL189W
YAL040C	YOR269W
YAL040C	YPL014W
YAL041W	YBL085W
YAL041W	YBR079C
YAL041W	YBR200W
YAL041W	YDR379W
YAL041W	YER114C
YAL041W	YGL052W
YAL041W	YGL127C
YAL041W	YGL233W
YAL041W	YGR152C
YAL041W	YGR221C
YAL041W	YGR268C
YAL041W	YHL007C
YAL041W	YIL079C
YAL041W	YJL008C
YAL041W	YJL157C
YAL041W	YJL187C
YAL041W	YKL130C
YAL041W	YKL172W
YAL041W	YLL008W
YAL041W	YLR206W
YAL041W	YLR229C
YAL041W	YLR357W
YAL041W	YMR298W
YAL041W	YNL007C
YAL041W	YNL118C
YAL041W	YNL175C
YAL041W	YOR212W
YAL041W	YPL161C
YAL041W	YPR129W
YAL042W	YDL239C
YAL042W	YML067C
YAL042W	YML130C
YAL043C	YDR195W
YAL043C	YDR228C
YAL043C	YDR301W
YAL043C	YDR311W
YAL043C	YER133W
YAL043C	YGR156W
YAL043C	YJL033W
YAL043C	YJR093C
YAL043C	YKL018W
YAL043C	YKL059C
YAL043C	YKR002W
YAL043C	YLR115W
YAL043C	YLR277C
YAL043C	YMR061W
YAL043C	YMR182C
YAL043C	YNL222W
YAL043C	YNL317W
YAL043C	YOR179C
YAL043C	YPR107C
YAL045C	YDR328C
YAL045C	YJR063W
YAL047C	YCL032W
YAL047C	YEL061C
YAL047C	YGL212W
YAL047C	YGR218W
YAL047C	YHR158C
YAL047C	YHR172W
YAL047C	YIL061C
YAL047C	YLR045C
YAL047C	YLR212C
YAL047C	YLR429W
YAL047C	YMR001C
YAL047C	YMR047C
YAL047C	YNL126W
YAL047C	YNL188W
YAL047C	YPL093W
YAL048C	YER114C
YAL049C	YDL025C
YAL049C	YNL094W
YAL051W	YOR363C
YAL053W	YER100W
YAL053W	YLR083C
YAL053W	YLR292C
YAL053W	YLR342W
YAL053W	YML072C
YAL053W	YOR153W
YAL054C	YHR041C
YAL054C	YLR049C
YAL054C	YNL189W
YAL055W	YDL065C
YAL055W	YDR265W
YAL055W	YGR133W
YAL055W	YMR026C
YAL055W	YOL044W
YAL055W	YOR098C
YAL056W	YER020W
YAL056W	YGL121C
YAL058W	YIL120W
YAL058W	YOR236W
YAL059W	YBR115C
YAL059W	YDR395W
YAL059W	YER110C
YAL059W	YER165W
YAL059W	YGL195W
YAL059W	YMR186W
YAL059W	YMR308C
YAL059W	YOL086C
YAL060W	YER081W
YAL061W	YMR308C
YAL062W	YLR267W
YAL062W	YNL189W
YAL063C-A	YPR154W
YAL064W	YHR114W
YAL064W	YKR011C
YAL064W	YMR149W
YAL064W-B	YPR126C
YAL066W	YJR091C
YAL067C	YER118C
YAL067C	YGR260W
YAL067C	YHR042W
YAL069W	YMR032W
YAR002C-A	YGL200C
YAR002C-A	YGR132C
YAR002C-A	YJR091C
YAR002C-A	YML012W
YAR002C-A	YNL030W
YAR002W	YBR160W
YAR002W	YCL027W
YAR002W	YDL229W
YAR002W	YER110C
YAR002W	YER165W
YAR002W	YGL097W
YAR002W	YLR293C
YAR002W	YLR335W
YAR002W	YLR347C
YAR002W	YMR047C
YAR002W	YNL189W
YAR002W	YOR133W
YAR003W	YBL026W
YAR003W	YBL099W
YAR003W	YBR175W
YAR003W	YBR258C
YAR003W	YCL040W
YAR003W	YDR069C
YAR003W	YDR140W
YAR003W	YDR469W
YAR003W	YER081W
YAR003W	YFR053C
YAR003W	YHR119W
YAR003W	YIL148W
YAR003W	YJL026W
YAR003W	YJL141C
YAR003W	YJR113C
YAR003W	YKL018W
YAR003W	YKL035W
YAR003W	YLR015W
YAR003W	YPL138C
YAR007C	YBL099W
YAR007C	YBR020W
YAR007C	YBR072W
YAR007C	YBR089C-A
YAR007C	YBR127C
YAR007C	YBR136W
YAR007C	YBR196C
YAR007C	YCR012W
YAR007C	YDL007W
YAR007C	YDL029W
YAR007C	YDR034C
YAR007C	YDR097C
YAR007C	YDR190C
YAR007C	YER078C
YAR007C	YER095W
YAR007C	YFL037W
YAR007C	YFL039C
YAR007C	YGL048C
YAR007C	YGL206C
YAR007C	YHR164C
YAR007C	YIR002C
YAR007C	YJL034W
YAR007C	YJL088W
YAR007C	YJL130C
YAR007C	YJL173C
YAR007C	YKL152C
YAR007C	YLR304C
YAR007C	YLR347C
YAR007C	YML032C
YAR007C	YML085C
YAR007C	YML124C
YAR007C	YMR116C
YAR007C	YMR214W
YAR007C	YMR234W
YAR007C	YNL312W
YAR007C	YOL090W
YAR007C	YPL240C
YAR008W	YBL051C
YAR008W	YJR091C
YAR008W	YLR105C
YAR008W	YMR059W
YAR008W	YPL083C
YAR014C	YBR186W
YAR014C	YCL028W
YAR014C	YCL031C
YAR014C	YDL070W
YAR014C	YDL240W
YAR014C	YDR010C
YAR014C	YDR085C
YAR014C	YDR100W
YAR014C	YDR107C
YAR014C	YDR122W
YAR014C	YDR195W
YAR014C	YDR259C
YAR014C	YDR277C
YAR014C	YDR480W
YAR014C	YER032W
YAR014C	YER054C
YAR014C	YER115C
YAR014C	YER133W
YAR014C	YER155C
YAR014C	YER158C
YAR014C	YER167W
YAR014C	YFL059W
YAR014C	YFR040W
YAR014C	YGL237C
YAR014C	YGR037C
YAR014C	YGR225W
YAR014C	YGR285C
YAR014C	YHL048W
YAR014C	YHR064C
YAR014C	YIL045W
YAR014C	YIL144W
YAR014C	YJL042W
YAR014C	YJL187C
YAR014C	YJR115W
YAR014C	YKR075C
YAR014C	YLR096W
YAR014C	YLR098C
YAR014C	YLR108C
YAR014C	YLR245C
YAR014C	YLR273C
YAR014C	YLR430W
YAR014C	YML052W
YAR014C	YMR018W
YAR014C	YMR026C
YAR014C	YMR071C
YAR014C	YMR104C
YAR014C	YMR116C
YAR014C	YMR258C
YAR014C	YNL025C
YAR014C	YNL044W
YAR014C	YNL206C
YAR014C	YNL229C
YAR014C	YNL333W
YAR014C	YOL033W
YAR014C	YOL154W
YAR014C	YOR047C
YAR014C	YOR062C
YAR014C	YOR178C
YAR014C	YOR229W
YAR014C	YOR284W
YAR014C	YOR329C
YAR014C	YOR355W
YAR014C	YOR358W
YAR014C	YPL049C
YAR014C	YPL204W
YAR018C	YBL106C
YAR018C	YDL239C
YAR018C	YDR216W
YAR018C	YGL181W
YAR018C	YGR032W
YAR018C	YGR285C
YAR018C	YHR064C
YAR018C	YIL061C
YAR018C	YIL070C
YAR018C	YJL098W
YAR018C	YLR342W
YAR018C	YML006C
YAR018C	YML064C
YAR018C	YMR116C
YAR018C	YNL077W
YAR018C	YOL054W
YAR018C	YOL083W
YAR018C	YOR167C
YAR018C	YPL093W
YAR019C	YBR118W
YAR019C	YDL047W
YAR019C	YDL126C
YAR019C	YDL185W
YAR019C	YDR099W
YAR019C	YER110C
YAR019C	YGR092W
YAR019C	YHL007C
YAR019C	YHR030C
YAR019C	YHR169W
YAR019C	YJR045C
YAR019C	YML064C
YAR019C	YMR205C
YAR019C	YNL223W
YAR023C	YDL217C
YAR023C	YHL048W
YAR027W	YAR028W
YAR027W	YAR030C
YAR027W	YBR106W
YAR027W	YBR135W
YAR027W	YBR159W
YAR027W	YCL073C
YAR027W	YDL198C
YAR027W	YDR406W
YAR027W	YEL041W
YAR027W	YEL063C
YAR027W	YGL129C
YAR027W	YGR014W
YAR027W	YGR060W
YAR027W	YGR284C
YAR027W	YHR048W
YAR027W	YIL004C
YAR027W	YIL016W
YAR027W	YIL111W
YAR027W	YIR033W
YAR027W	YJL002C
YAR027W	YJL093C
YAR027W	YJR040W
YAR027W	YKL196C
YAR027W	YKR105C
YAR027W	YLR018C
YAR027W	YLR214W
YAR027W	YML038C
YAR027W	YMR149W
YAR027W	YMR264W
YAR027W	YMR279C
YAR027W	YNL125C
YAR027W	YOL030W
YAR027W	YOL156W
YAR027W	YOR273C
YAR027W	YPL094C
YAR027W	YPR128C
YAR028W	YBR159W
YAR028W	YDR331W
YAR028W	YGL104C
YAR028W	YGR055W
YAR028W	YHR026W
YAR028W	YJL219W
YAR028W	YML067C
YAR028W	YML129C
YAR028W	YPL264C
YAR028W	YPR128C
YAR030C	YJR091C
YAR031W	YBR069C
YAR031W	YBR217W
YAR031W	YCL025C
YAR031W	YCR030C
YAR031W	YDL054C
YAR031W	YHR110W
YAR031W	YJR015W
YAR031W	YJR091C
YAR031W	YLL028W
YAR033W	YGL051W
YAR033W	YGR260W
YAR033W	YHL048W
YAR033W	YKL174C
YAR033W	YLL028W
YAR033W	YPL076W
YAR033W	YPR198W
YAR035W	YDR328C
YAR035W	YGR069W
YAR035W	YLR295C
YAR035W	YLR381W
YAR035W	YLR447C
YAR042W	YER120W
YAR042W	YGR192C
YAR042W	YLR191W
YAR042W	YLR397C
YAR042W	YMR047C
YAR047C	YJR063W
YAR064W	YBR109C
YAR064W	YGL070C
YAR066W	YDR074W
YAR066W	YLR145W
YAR066W	YMR047C
YAR066W	YPR086W
YAR068W	YMR032W
YAR069C	YPL215W
YAR071W	YLR453C
YAR073W	YDL213C
YAR073W	YLR383W
YAR073W	YOL115W
YBL001C	YDR510W
YBL001C	YER067W
YBL001C	YNL189W
YBL001C	YPL068C
YBL002W	YBR114W
YBL002W	YBR245C
YBL002W	YCR040W
YBL002W	YDL213C
YBL002W	YDR121W
YBL002W	YDR496C
YBL002W	YER142C
YBL002W	YGL241W
YBL002W	YGR054W
YBL002W	YGR067C
YBL002W	YHR197W
YBL002W	YIL035C
YBL002W	YIL126W
YBL002W	YJL020C
YBL002W	YJR090C
YBL002W	YKR001C
YBL002W	YKR048C
YBL002W	YLR074C
YBL002W	YMR036C
YBL002W	YMR091C
YBL002W	YNL068C
YBL002W	YNL157W
YBL002W	YNL262W
YBL002W	YOL006C
YBL002W	YOL054W
YBL002W	YOL087C
YBL002W	YOL108C
YBL002W	YOR116C
YBL002W	YOR207C
YBL002W	YOR304W
YBL002W	YPL082C
YBL002W	YPR010C
YBL002W	YPR175W
YBL002W	YPR190C
YBL003C	YBR017C
YBL003C	YCR057C
YBL003C	YDL188C
YBL003C	YOL004W
YBL003C	YOL054W
YBL003C	YPL153C
YBL004W	YBL038W
YBL004W	YBR143C
YBL004W	YBR247C
YBL004W	YBR251W
YBL004W	YCL059C
YBL004W	YCR057C
YBL004W	YDL213C
YBL004W	YDR060W
YBL004W	YDR280W
YBL004W	YER082C
YBL004W	YER100W
YBL004W	YGR090W
YBL004W	YGR220C
YBL004W	YHR089C
YBL004W	YJL095W
YBL004W	YKR086W
YBL004W	YLR074C
YBL004W	YNL030W
YBL004W	YNL110C
YBL004W	YNL284C
YBL004W	YOL139C
YBL004W	YPL043W
YBL004W	YPR137W
YBL005W	YBR200W
YBL005W	YCR009C
YBL005W	YCR088W
YBL005W	YDR176W
YBL005W	YDR388W
YBL005W-B	YMR032W
YBL006C	YDR489W
YBL007C	YBL037W
YBL007C	YBL047C
YBL007C	YBL088C
YBL007C	YBL105C
YBL007C	YBR059C
YBL007C	YBR098W
YBL007C	YBR108W
YBL007C	YBR136W
YBL007C	YBR150C
YBL007C	YBR205W
YBL007C	YBR250W
YBL007C	YCL008C
YBL007C	YCL031C
YBL007C	YCL034W
YBL007C	YCL045C
YBL007C	YCR030C
YBL007C	YCR088W
YBL007C	YCR095C
YBL007C	YCR100C
YBL007C	YDL002C
YBL007C	YDL028C
YBL007C	YDL091C
YBL007C	YDL117W
YBL007C	YDL139C
YBL007C	YDL146W
YBL007C	YDL203C
YBL007C	YDL206W
YBL007C	YDR172W
YBL007C	YDR271C
YBL007C	YDR277C
YBL007C	YDR382W
YBL007C	YDR388W
YBL007C	YDR423C
YBL007C	YDR520C
YBL007C	YEL068C
YBL007C	YER014W
YBL007C	YER025W
YBL007C	YER027C
YBL007C	YER110C
YBL007C	YER118C
YBL007C	YER133W
YBL007C	YER151C
YBL007C	YFL010C
YBL007C	YFR013W
YBL007C	YFR024C-A
YBL007C	YGL035C
YBL007C	YGL104C
YBL007C	YGL181W
YBL007C	YGL201C
YBL007C	YGL215W
YBL007C	YGL237C
YBL007C	YGL238W
YBL007C	YGR166W
YBL007C	YGR227W
YBL007C	YGR240C
YBL007C	YGR268C
YBL007C	YHL002W
YBL007C	YHL016C
YBL007C	YHR016C
YBL007C	YHR114W
YBL007C	YIL076W
YBL007C	YIL095W
YBL007C	YIL144W
YBL007C	YIL156W
YBL007C	YIL173W
YBL007C	YIR003W
YBL007C	YIR006C
YBL007C	YIR033W
YBL007C	YJL004C
YBL007C	YJL020C
YBL007C	YJL145W
YBL007C	YJL151C
YBL007C	YJL201W
YBL007C	YJR113C
YBL007C	YJR115W
YBL007C	YKL054C
YBL007C	YKL074C
YBL007C	YKR022C
YBL007C	YKR030W
YBL007C	YKR095W
YBL007C	YLL005C
YBL007C	YLL018C
YBL007C	YLR064W
YBL007C	YLR078C
YBL007C	YLR088W
YBL007C	YLR095C
YBL007C	YLR106C
YBL007C	YLR144C
YBL007C	YLR150W
YBL007C	YLR191W
YBL007C	YLR206W
YBL007C	YLR315W
YBL007C	YLR337C
YBL007C	YLR363W-A
YBL007C	YLR430W
YBL007C	YML075C
YBL007C	YML097C
YBL007C	YML109W
YBL007C	YML116W
YBL007C	YMR109W
YBL007C	YMR147W
YBL007C	YMR192W
YBL007C	YMR253C
YBL007C	YMR313C
YBL007C	YNL020C
YBL007C	YNL084C
YBL007C	YNL094W
YBL007C	YNL106C
YBL007C	YNL116W
YBL007C	YNL138W
YBL007C	YNL144C
YBL007C	YNL152W
YBL007C	YNL161W
YBL007C	YNL176C
YBL007C	YNL229C
YBL007C	YNL285W
YBL007C	YNR041C
YBL007C	YOL028C
YBL007C	YOR047C
YBL007C	YOR109W
YBL007C	YOR181W
YBL007C	YOR211C
YBL007C	YOR284W
YBL007C	YOR322C
YBL007C	YOR329C
YBL007C	YOR388C
YBL007C	YPL012W
YBL007C	YPL022W
YBL007C	YPL027W
YBL007C	YPL084W
YBL007C	YPL157W
YBL007C	YPL246C
YBL007C	YPL249C
YBL007C	YPR030W
YBL007C	YPR048W
YBL007C	YPR091C
YBL007C	YPR159W
YBL007C	YPR171W
YBL008W	YBR289W
YBL008W	YCL018W
YBL008W	YER082C
YBL008W	YGR180C
YBL008W	YJL115W
YBL008W	YJL176C
YBL008W	YOR038C
YBL008W	YOR290C
YBL009W	YDL053C
YBL009W	YER155C
YBL009W	YGL127C
YBL009W	YGR090W
YBL009W	YHR121W
YBL009W	YKL203C
YBL009W	YLR196W
YBL009W	YOL041C
YBL009W	YOR017W
YBL009W	YOR233W
YBL010C	YKR022C
YBL013W	YBR160W
YBL014C	YHL004W
YBL014C	YJL025W
YBL014C	YOR158W
YBL015W	YJR035W
YBL015W	YJR068W
YBL015W	YMR059W
YBL015W	YPR110C
YBL016W	YBL085W
YBL016W	YBR083W
YBL016W	YDL117W
YBL016W	YDL159W
YBL016W	YDR103W
YBL016W	YDR216W
YBL016W	YDR469W
YBL016W	YDR480W
YBL016W	YER075C
YBL016W	YER114C
YBL016W	YER167W
YBL016W	YFR028C
YBL016W	YGL057C
YBL016W	YGL158W
YBL016W	YGL178W
YBL016W	YGR097W
YBL016W	YHR005C
YBL016W	YHR084W
YBL016W	YHR168W
YBL016W	YIL169C
YBL016W	YJL076W
YBL016W	YLR342W
YBL016W	YLR362W
YBL016W	YML117W
YBL016W	YMR295C
YBL016W	YNL053W
YBL016W	YOL130W
YBL016W	YOR119C
YBL016W	YPL049C
YBL016W	YPR115W
YBL017C	YDR432W
YBL017C	YLR310C
YBL017C	YMR197C
YBL017C	YOR181W
YBL017C	YPL049C
YBL018C	YBR167C
YBL018C	YHR041C
YBL019W	YEL009C
YBL020W	YPR086W
YBL021C	YBL075C
YBL021C	YCL018W
YBL021C	YDL185W
YBL021C	YDR502C
YBL021C	YER103W
YBL021C	YGL237C
YBL021C	YHL006C
YBL021C	YJR045C
YBL021C	YJR121W
YBL021C	YML048W
YBL021C	YNL064C
YBL021C	YOR358W
YBL022C	YGR040W
YBL022C	YIL061C
YBL022C	YLR180W
YBL022C	YML029W
YBL022C	YOR136W
YBL023C	YBR126C
YBL023C	YDL017W
YBL023C	YDL171C
YBL023C	YDR052C
YBL023C	YEL032W
YBL023C	YIL150C
YBL023C	YJL194W
YBL023C	YLR103C
YBL023C	YLR274W
YBL023C	YOR080W
YBL023C	YOR196C
YBL023C	YPL001W
YBL023C	YPR019W
YBL023C	YPR120C
YBL024W	YBR084W
YBL024W	YDR382W
YBL024W	YGR237C
YBL024W	YNL284C
YBL025W	YBR274W
YBL025W	YDL113C
YBL025W	YDR247W
YBL025W	YER178W
YBL025W	YFR028C
YBL025W	YHR200W
YBL025W	YIL141W
YBL025W	YJR087W
YBL025W	YKL135C
YBL025W	YMR270C
YBL026W	YBL066C
YBL026W	YBL099W
YBL026W	YBR019C
YBL026W	YBR118W
YBL026W	YCL018W
YBL026W	YCL064C
YBL026W	YCR020C-A
YBL026W	YCR066W
YBL026W	YCR077C
YBL026W	YDL055C
YBL026W	YDL097C
YBL026W	YDL160C
YBL026W	YDL175C
YBL026W	YDR166C
YBL026W	YDR378C
YBL026W	YDR440W
YBL026W	YEL015W
YBL026W	YER025W
YBL026W	YER112W
YBL026W	YER146W
YBL026W	YFL037W
YBL026W	YFL039C
YBL026W	YFR053C
YBL026W	YGL173C
YBL026W	YGL185C
YBL026W	YGL234W
YBL026W	YGR077C
YBL026W	YGR091W
YBL026W	YGR158C
YBL026W	YGR282C
YBL026W	YHR165C
YBL026W	YIL048W
YBL026W	YIL066C
YBL026W	YIL132C
YBL026W	YJL008C
YBL026W	YJL066C
YBL026W	YJL124C
YBL026W	YJL157C
YBL026W	YJR022W
YBL026W	YJR077C
YBL026W	YJR121W
YBL026W	YLR039C
YBL026W	YLR074C
YBL026W	YLR120C
YBL026W	YLR126C
YBL026W	YLR128W
YBL026W	YLR147C
YBL026W	YLR264W
YBL026W	YLR275W
YBL026W	YLR438C-A
YBL026W	YML085C
YBL026W	YMR066W
YBL026W	YMR207C
YBL026W	YMR237W
YBL026W	YMR268C
YBL026W	YNL118C
YBL026W	YNL147W
YBL026W	YNL264C
YBL026W	YNL287W
YBL026W	YOL102C
YBL026W	YOL149W
YBL026W	YOR017W
YBL026W	YOR043W
YBL026W	YOR191W
YBL026W	YPL042C
YBL026W	YPL115C
YBL026W	YPL119C
YBL026W	YPL249C-A
YBL026W	YPR032W
YBL026W	YPR132W
YBL026W	YPR184W
YBL027W	YDR388W
YBL027W	YGR069W
YBL027W	YHR114W
YBL027W	YJL020C
YBL027W	YMR032W
YBL029W	YKR036C
YBL030C	YBL050W
YBL030C	YBR017C
YBL030C	YBR109C
YBL030C	YBR217W
YBL030C	YDL059C
YBL030C	YDL132W
YBL030C	YDR388W
YBL030C	YEL020W-A
YBL030C	YER100W
YBL030C	YER161C
YBL030C	YER171W
YBL030C	YFR028C
YBL030C	YGL137W
YBL030C	YGL237C
YBL030C	YGR040W
YBL030C	YGR082W
YBL030C	YGR262C
YBL030C	YHR005C-A
YBL030C	YHR133C
YBL030C	YHR166C
YBL030C	YHR197W
YBL030C	YJL173C
YBL030C	YKR026C
YBL030C	YLR233C
YBL030C	YLR268W
YBL030C	YML058W
YBL030C	YMR059W
YBL030C	YMR106C
YBL030C	YOR181W
YBL030C	YPL150W
YBL030C	YPL194W
YBL031W	YGR218W
YBL032W	YBR084W
YBL032W	YFR012W
YBL032W	YGL049C
YBL032W	YGR162W
YBL032W	YLR150W
YBL032W	YLR175W
YBL032W	YML105C
