node1	node2
YHR114W	YJR090C
YHR114W	YJR108W
YHR114W	YKL007W
YHR114W	YKL129C
YHR114W	YKL157W
YHR114W	YKL175W
YHR114W	YKL177W
YHR114W	YKR030W
YHR114W	YKR032W
YHR114W	YLL054C
YHR114W	YLR064W
YHR114W	YLR078C
YHR114W	YLR105C
YHR114W	YLR112W
YHR114W	YLR136C
YHR114W	YLR309C
YHR114W	YLR461W
YHR114W	YML008C
YHR114W	YML092C
YHR114W	YML121W
YHR114W	YML131W
YHR114W	YMR109W
YHR114W	YMR253C
YHR114W	YNL078W
YHR114W	YNL092W
YHR114W	YNL094W
YHR114W	YNL280C
YHR114W	YNR007C
YHR114W	YNR035C
YHR114W	YOL002C
YHR114W	YOL018C
YHR114W	YOL082W
YHR114W	YOR059C
YHR114W	YOR175C
YHR114W	YOR181W
YHR114W	YOR224C
YHR114W	YOR281C
YHR114W	YPL057C
YHR114W	YPL111W
YHR114W	YPL124W
YHR114W	YPL152W
YHR114W	YPL174C
YHR114W	YPL246C
YHR114W	YPR094W
YHR114W	YPR171W
YHR115C	YBR042C
YHR115C	YLR215C
YHR115C	YOR215C
YHR117W	YOR110W
YHR118C	YJL194W
YHR118C	YKL022C
YHR118C	YLR274W
YHR119W	YLR288C
YHR122W	YDL210W
YHR123W	YBR038W
YHR123W	YEL017W
YHR123W	YIR038C
YHR128W	YDL100C
YHR128W	YHR152W
YHR128W	YNR012W
YHR128W	YPR185W
YHR129C	YCR065W
YHR129C	YER056C-A
YHR129C	YER114C
YHR129C	YGL124C
YHR129C	YGL217C
YHR129C	YHR012W
YHR129C	YLR200W
YHR129C	YLR210W
YHR129C	YLR305C
YHR129C	YLR373C
YHR129C	YML094W
YHR129C	YMR198W
YHR129C	YMR294W
YHR129C	YNL153C
YHR129C	YNL189W
YHR129C	YNL271C
YHR129C	YNR051C
YHR129C	YOR098C
YHR129C	YOR349W
YHR129C	YPL174C
YHR129C	YPL269W
YHR129C	YPR141C
YHR130C	YNL005C
YHR132C	YNL291C
YHR133C	YOR181W
YHR135C	YDR264C
YHR135C	YNL116W
YHR135C	YNL154C
YHR137W	YMR152W
YHR142W	YBL007C
YHR142W	YBL047C
YHR142W	YDL117W
YHR142W	YDR129C
YHR142W	YDR245W
YHR142W	YFL036W
YHR142W	YGR135W
YHR142W	YHR030C
YHR142W	YIL121W
YHR142W	YJL095W
YHR142W	YJL148W
YHR142W	YJR073C
YHR142W	YKL079W
YHR142W	YKL127W
YHR142W	YKR082W
YHR142W	YLR110C
YHR142W	YLR111W
YHR142W	YLR337C
YHR142W	YLR342W
YHR142W	YLR425W
YHR142W	YML115C
YHR142W	YNL079C
YHR142W	YNL271C
YHR142W	YNL298W
YHR142W	YNL329C
YHR142W	YOR035C
YHR143W-A	YIL025C
YHR143W-A	YPR010C
YHR145C	YNL012W
YHR147C	YER066W
YHR148W	YER122C
YHR148W	YJR002W
YHR149C	YML109W
YHR149C	YMR273C
YHR151C	YNL193W
YHR152W	YJL168C
YHR152W	YJR148W
YHR152W	YLR016C
YHR152W	YLR132C
YHR152W	YLR288C
YHR152W	YPR118W
YHR152W	YPR152C
YHR154W	YER083C
YHR154W	YGL167C
YHR154W	YGL168W
YHR154W	YJL056C
YHR154W	YJR104C
YHR154W	YLR234W
YHR154W	YLR235C
YHR154W	YLR373C
YHR154W	YMR035W
YHR154W	YMR190C
YHR154W	YOL051W
YHR154W	YPL024W
YHR156C	YJR010W
YHR158C	YJR122W
YHR158C	YKR054C
YHR158C	YLL021W
YHR158C	YLL043W
YHR158C	YMR181C
YHR158C	YMR232W
YHR158C	YNL084C
YHR158C	YOR047C
YHR158C	YOR269W
YHR161C	YIR006C
YHR161C	YMR183C
YHR161C	YPL232W
YHR163W	YDR287W
YHR164C	YKL113C
YHR165C	YKL173W
YHR166C	YBR270C
YHR166C	YDR260C
YHR166C	YDR448W
YHR166C	YKL022C
YHR166C	YLR102C
YHR166C	YLR127C
YHR166C	YLR451W
YHR166C	YNL172W
YHR166C	YOR249C
YHR166C	YPL124W
YHR168W	YER147C
YHR169W	YKL075C
YHR170W	YLR075W
YHR170W	YMR080C
YHR171W	YMR183C
YHR171W	YNR007C
YHR171W	YPL149W
YHR172W	YLR212C
YHR172W	YNL126W
YHR174W	YIL091C
YHR174W	YPR053C
YHR178W	YCL038C
YHR178W	YDL164C
YHR178W	YDR070C
YHR178W	YHR121W
YHR178W	YJR007W
YHR178W	YLR147C
YHR178W	YMR020W
YHR178W	YNL252C
YHR178W	YOL004W
YHR178W	YOR171C
YHR178W	YOR351C
YHR178W	YOR377W
YHR178W	YPL076W
YHR179W	YJL090C
YHR180W	YDL100C
YHR181W	YER014C-A
YHR181W	YGL200C
YHR181W	YKL194C
YHR181W	YLR360W
YHR181W	YLR399C
YHR181W	YMR282C
YHR181W	YNL064C
YHR181W	YOL012C
YHR184W	YLR185W
YHR185C	YIL007C
YHR185C	YPL204W
YHR186C	YJR066W
YHR186C	YNL006W
YHR186C	YPL180W
YHR187W	YJR015W
YHR187W	YMR312W
YHR188C	YJR015W
YHR190W	YIR038C
YHR190W	YMR153W
YHR191C	YDR004W
YHR191C	YDR076W
YHR191C	YDR225W
YHR191C	YDR335W
YHR191C	YEL061C
YHR191C	YER116C
YHR191C	YFR036W
YHR191C	YGL066W
YHR191C	YGL086W
YHR191C	YGL127C
YHR191C	YGL163C
YHR191C	YGL167C
YHR191C	YGL168W
YHR191C	YGL173C
YHR191C	YGL244W
YHR191C	YGR184C
YHR191C	YJL030W
YHR191C	YJL092W
YHR191C	YLR032W
YHR191C	YLR085C
YHR191C	YLR234W
YHR191C	YLR235C
YHR191C	YML032C
YHR191C	YML094W
YHR191C	YMR038C
YHR191C	YMR048W
YHR191C	YMR055C
YHR191C	YNL153C
YHR191C	YNL250W
YHR191C	YNL273W
YHR191C	YNL298W
YHR191C	YOL012C
YHR191C	YOR058C
YHR191C	YOR195W
YHR191C	YOR368W
YHR191C	YPL008W
YHR191C	YPL055C
YHR191C	YPL194W
YHR191C	YPL253C
YHR191C	YPR045C
YHR191C	YPR119W
YHR191C	YPR135W
YHR191C	YPR141C
YHR193C	YML062C
YHR197W	YIR009W
YHR197W	YLR423C
YHR198C	YKR029C
YHR198C	YML064C
YHR201C	YPR056W
YHR204W	YJL053W
YHR204W	YOR312C
YHR207C	YPL258C
YHR209W	YOR319W
YHR216W	YGL172W
YIL001W	YOL133W
YIL002C	YIR006C
YIL002C	YNL106C
YIL002C	YOR109W
YIL004C	YIL109C
YIL004C	YKR068C
YIL004C	YML077W
YIL004C	YPR181C
YIL007C	YKR055W
YIL007C	YOR117W
YIL007C	YPR165W
YIL008W	YLR197W
YIL011W	YMR201C
YIL016W	YMR222C
YIL021W	YNL113W
YIL021W	YOL005C
YIL021W	YOL135C
YIL021W	YOR151C
YIL021W	YOR174W
YIL022W	YJR045C
YIL022W	YNR017W
YIL023C	YIR038C
YIL023C	YMR104C
YIL023C	YNR028W
YIL025C	YOR352W
YIL026C	YJL074C
YIL026C	YMR313C
YIL030C	YLR139C
YIL033C	YKL166C
YIL033C	YPL203W
YIL034C	YAL014C
YIL034C	YBR096W
YIL034C	YBR119W
YIL034C	YBR173C
YIL034C	YBR188C
YIL034C	YBR201W
YIL034C	YBR264C
YIL034C	YBR277C
YIL034C	YBR291C
YIL034C	YCL009C
YIL034C	YCL022C
YIL034C	YCL035C
YIL034C	YCL056C
YIL034C	YDL165W
YIL034C	YKL007W
YIL035C	YIL118W
YIL035C	YNL088W
YIL035C	YOR039W
YIL035C	YOR061W
YIL038C	YPR072W
YIL039W	YDR453C
YIL040W	YLL024C
YIL045W	YLR258W
YIL045W	YOR178C
YIL046W	YJL058C
YIL046W	YJL187C
YIL046W	YJR131W
YIL046W	YLR082C
YIL046W	YNL103W
YIL046W	YNL182C
YIL047C	YOR212W
YIL049W	YBR285W
YIL050W	YDL224C
YIL050W	YLR190W
YIL050W	YLR449W
YIL050W	YNL218W
YIL050W	YPL031C
YIL052C	YDR395W
YIL053W	YOR208W
YIL053W	YPL201C
YIL054W	YLR386W
YIL061C	YBR034C
YIL061C	YLR017W
YIL061C	YLR153C
YIL061C	YLR213C
YIL061C	YLR439W
YIL061C	YML016C
YIL061C	YMR009W
YIL061C	YMR044W
YIL061C	YNL199C
YIL061C	YNR016C
YIL061C	YOL004W
YIL061C	YOR275C
YIL061C	YOR346W
YIL061C	YPL016W
YIL061C	YPL215W
YIL062C	YJR065C
YIL062C	YKL013C
YIL063C	YLR293C
YIL063C	YMR235C
YIL064W	YFR003C
YIL065C	YJR091C
YIL065C	YLR321C
YIL068C	YLR166C
YIL068C	YPL179W
YIL068C	YPR055W
YIL070C	YML054C
YIL072W	YLR263W
YIL072W	YOR351C
YIL074C	YLR053C
YIL074C	YLR056W
YIL074C	YNL311C
YIL082W	YGR024C
YIL092W	YGL122C
YIL092W	YHR074W
YIL092W	YNR028W
YIL092W	YNR040W
YIL097W	YPL227C
YIL098C	YPR180W
YIL103W	YKL191W
YIL104C	YMR296C
YIL104C	YNL124W
YIL104C	YNL326C
YIL105C	YKL130C
YIL105C	YMR068W
YIL105C	YNL047C
YIL105C	YPL059W
YIL106W	YBR255W
YIL106W	YIL169C
YIL106W	YJR122W
YIL106W	YMR001C
YIL106W	YNL161W
YIL106W	YNR052C
YIL106W	YPR111W
YIL108W	YGR136W
YIL108W	YOR032C
YIL109C	YGR057C
YIL109C	YLR268W
YIL109C	YPR181C
YIL111W	YDR254W
YIL113W	YLL019C
YIL115C	YJR132W
YIL115C	YLR347C
YIL115C	YOR160W
YIL117C	YOL116W
YIL118W	YHR087W
YIL118W	YNL271C
YIL118W	YOR061W
YIL121W	YGR145W
YIL126W	YLR321C
YIL126W	YNL030W
YIL126W	YNL031C
YIL128W	YMR112C
YIL130W	YLR116W
YIL131C	YNL042W
YIL132C	YLR321C
YIL132C	YLR322W
YIL132C	YLR376C
YIL133C	YDR395W
YIL134W	YDR532C
YIL139C	YLR147C
YIL142W	YJL014W
YIL142W	YLR200W
YIL143C	YIR009W
YIL144W	YGR140W
YIL144W	YJR112W
YIL144W	YLR456W
YIL144W	YMR117C
YIL144W	YOL069W
YIL144W	YPL174C
YIL144W	YPL260W
YIL147C	YOR208W
YIL151C	YLR121C
YIL153W	YOL044W
YIL153W	YPL152W
YIL154C	YCR077C
YIL158W	YIR002C
YIL159W	YKR055W
YIL159W	YMR032W
YIL159W	YNL271C
YIL159W	YOR122C
YIL162W	YDL100C
YIL163C	YPL161C
YIL169C	YNR074C
YIL173W	YJR022W
YIR005W	YMR057C
YIR006C	YNL084C
YIR006C	YOL101C
YIR006C	YOR105W
YIR008C	YKL045W
YIR008C	YLR288C
YIR008C	YPL153C
YIR008C	YPL194W
YIR009W	YJL092W
YIR009W	YKL173W
YIR009W	YKR099W
YIR009W	YLR067C
YIR009W	YLR433C
YIR009W	YLR456W
YIR009W	YNL036W
YIR009W	YNL091W
YIR009W	YOR011W
YIR009W	YOR017W
YIR009W	YPL016W
YIR009W	YPL213W
YIR011C	YFR004W
YIR011C	YNL189W
YIR012W	YLR075W
YIR016W	YNL161W
YIR017C	YDR306C
YIR017C	YFL008W
YIR017C	YJR060W
YIR017C	YJR112W
YIR017C	YLR423C
YIR017C	YNL016W
YIR017C	YNL103W
YIR022W	YJR010C-A
YIR022W	YML055W
YIR022W	YPR163C
YIR025W	YDL008W
YIR025W	YHR166C
YIR025W	YMR308C
YIR025W	YOR249C
YIR033W	YKL020C
YIR034C	YGL153W
YIR037W	YLR216C
YIR038C	YJL097W
YIR038C	YLL060C
YIR038C	YML121W
YIR040C	YDR108W
YJL001W	YLR386W
YJL002C	YPL227C
YJL005W	YNL138W
YJL006C	YKL139W
YJL006C	YML112W
YJL010C	YHR109W
YJL011C	YDR045C
YJL011C	YGR246C
YJL011C	YNL151C
YJL013C	YNL236W
YJL013C	YOR026W
YJL014W	YLR200W
YJL015C	YOR136W
YJL019W	YLR233C
YJL019W	YOL012C
YJL019W	YOR257W
YJL020C	YBL007C
YJL020C	YBL105C
YJL020C	YBR200W
YJL020C	YDL129W
YJL020C	YDR129C
YJL020C	YDR409W
YJL020C	YER032W
YJL020C	YGR048W
YJL020C	YGR200C
YJL020C	YIL034C
YJL020C	YIL084C
YJL020C	YIR003W
YJL020C	YKL007W
YJL020C	YLR235C
YJL020C	YLR330W
YJL020C	YLR337C
YJL020C	YML094C-A
YJL020C	YML094W
YJL020C	YMR109W
YJL020C	YNL023C
YJL020C	YNL094W
YJL020C	YNL098C
YJL020C	YNL153C
YJL020C	YNL271C
YJL020C	YOR081C
YJL020C	YOR156C
YJL020C	YOR181W
YJL020C	YPL086C
YJL020C	YPL161C
YJL020C	YPR184W
YJL025W	YML043C
YJL026W	YPL227C
YJL030W	YBR107C
YJL030W	YBR194W
YJL030W	YCR065W
YJL030W	YDR254W
YJL030W	YDR318W
YJL030W	YDR359C
YJL030W	YGL060W
YJL030W	YJL064W
YJL030W	YJR135C
YJL030W	YLR200W
YJL030W	YLR381W
YJL030W	YML094C-A
YJL030W	YML094W
YJL030W	YNL098C
YJL030W	YNL153C
YJL030W	YNL218W
YJL030W	YNL236W
YJL030W	YOL012C
YJL030W	YOR195W
YJL030W	YOR349W
YJL030W	YPL008W
YJL030W	YPL017C
YJL030W	YPL018W
YJL030W	YPL241C
YJL030W	YPR046W
YJL030W	YPR135W
YJL030W	YPR141C
YJL031C	YPR176C
YJL034W	YKL073W
YJL034W	YOR254C
YJL035C	YLR136C
YJL036W	YLR423C
YJL039C	YBR059C
YJL039C	YMR032W
YJL039C	YMR153W
YJL041W	YJL061W
YJL041W	YKL205W
YJL041W	YLR293C
YJL041W	YLR423C
YJL041W	YPL212C
YJL047C	YFL059W
YJL048C	YKL130C
YJL048C	YLR368W
YJL053W	YJL154C
YJL054W	YLL006W
YJL054W	YOR297C
YJL057C	YMR129W
YJL057C	YMR153W
YJL057C	YOR028C
YJL058C	YML064C
YJL061W	YKL061W
YJL061W	YLR423C
YJL062W	YBL042C
YJL062W	YBL101C
YJL062W	YBL104C
YJL062W	YBR076W
YJL062W	YCL025C
YJL062W	YDL065C
YJL062W	YDL096C
YJL062W	YDR363W-A
YJL062W	YGL147C
YJL062W	YHR013C
YJL062W	YIL154C
YJL062W	YJL095W
YJL062W	YJL099W
YJL062W	YJL148W
YJL062W	YLR087C
YJL062W	YOL044W
YJL062W	YPL079W
YJL062W	YPL080C
YJL062W	YPL213W
YJL062W	YPR045C
YJL063C	YHL024W
YJL064W	YJL143W
YJL064W	YNR029C
YJL065C	YNR029C
YJL070C	YBL100C
YJL070C	YDR250C
YJL070C	YDR374C
YJL070C	YDR404C
YJL070C	YDR429C
YJL070C	YDR504C
YJL070C	YGL259W
YJL071W	YBR130C
YJL072C	YDR489W
YJL074C	YDL074C
YJL074C	YDL087C
YJL074C	YDR150W
YJL074C	YEL043W
YJL074C	YER149C
YJL074C	YFR031C
YJL074C	YJL113W
YJL074C	YJL114W
YJL074C	YLR086W
YJL074C	YMR065W
YJL074C	YMR124W
YJL074C	YMR192W
YJL074C	YOL069W
YJL075C	YDL100C
YJL075C	YNL157W
YJL078C	YKL157W
YJL081C	YDR225W
YJL084C	YOR348C
YJL090C	YKL108W
YJL090C	YNL262W
YJL090C	YPR175W
YJL091C	YER087C-A
YJL092W	YBR098W
YJL092W	YBR099C
YJL092W	YDR369C
YJL092W	YDR386W
YJL092W	YGL163C
YJL092W	YHR154W
YJL092W	YIR002C
YJL092W	YJR043C
YJL092W	YKL113C
YJL092W	YLR234W
YJL092W	YLR235C
YJL092W	YLR320W
YJL092W	YMR048W
YJL092W	YMR078C
YJL092W	YMR190C
YJL092W	YNL250W
YJL092W	YNL273W
YJL092W	YOR144C
YJL092W	YOR355W
YJL092W	YPL008W
YJL092W	YPL024W
YJL092W	YPR135W
YJL092W	YPR164W
YJL095W	YOR008C
YJL095W	YOR231W
YJL095W	YPL084W
YJL095W	YPL140C
YJL096W	YKL191W
YJL096W	YOL075C
YJL097W	YML121W
YJL098W	YKR028W
YJL098W	YKR072C
YJL099W	YBR057C
YJL099W	YDR079W
YJL099W	YDR207C
YJL099W	YDR335W
YJL099W	YFL036W
YJL099W	YGL084C
YJL099W	YHR030C
YJL099W	YIR005W
YJL099W	YJL095W
YJL099W	YJL183W
YJL099W	YJR118C
YJL099W	YKR082W
YJL099W	YLL039C
YJL099W	YLR337C
YJL099W	YLR338W
YJL099W	YLR342W
YJL099W	YLR370C
YJL099W	YLR424W
YJL099W	YML115C
YJL099W	YNL235C
YJL099W	YNL298W
YJL099W	YOL081W
YJL102W	YIR013C
YJL110C	YKR034W
YJL110C	YNL021W
YJL112W	YLL001W
YJL113W	YJL114W
YJL114W	YGL115W
YJL117W	YLR423C
YJL117W	YMR153W
YJL124C	YAL019W
YJL124C	YBR214W
YJL124C	YBR274W
YJL124C	YCR024C
YJL124C	YDL013W
YJL124C	YDL175C
YJL124C	YDR002W
YJL124C	YDR422C
YJL124C	YEL060C
YJL124C	YER028C
YJL124C	YGL207W
YJL124C	YGR158C
YJL124C	YIL042C
YJL124C	YIL048W
YJL124C	YJR143C
YJL124C	YKL173W
YJL124C	YKR026C
YJL124C	YLR003C
YJL124C	YLR362W
YJL124C	YLR438C-A
YJL124C	YML088W
YJL124C	YMR056C
YJL124C	YMR250W
YJL124C	YNL032W
YJL124C	YNL147W
YJL124C	YNL163C
YJL124C	YNL276C
YJL124C	YOL149W
YJL124C	YOR109W
YJL124C	YOR147W
YJL124C	YOR320C
YJL124C	YOR375C
YJL124C	YPL016W
YJL124C	YPL084W
YJL124C	YPL152W
YJL125C	YNL062C
YJL128C	YBR047W
YJL128C	YCR073C
YJL128C	YLR113W
YJL128C	YLR362W
YJL128C	YNR031C
YJL131C	YHR142W
YJL134W	YGL053W
YJL137C	YLR258W
YJL137C	YMR212C
YJL138C	YKR059W
YJL138C	YOR204W
YJL139C	YJL095W
YJL139C	YLL039C
YJL139C	YOL044W
YJL141C	YOL133W
YJL141C	YOR197W
YJL143W	YJR045C
YJL143W	YNR017W
YJL148W	YOL006C
YJL152W	YOR281C
YJL153C	YDL100C
YJL154C	YOR069W
YJL154C	YOR132W
YJL156C	YFR029W
YJL157C	YLR229C
YJL157C	YOR212W
YJL164C	YIL033C
YJL164C	YPL203W
YJL168C	YAL011W
YJL168C	YAL013W
YJL168C	YBR103W
YJL168C	YBR175W
YJL168C	YCL016C
YJL168C	YCR033W
YJL168C	YDL033C
YJL168C	YDL074C
YJL168C	YDR334W
YJL168C	YDR359C
YJL168C	YDR469W
YJL168C	YGL045W
YJL168C	YGL127C
YJL168C	YGL244W
YJL168C	YGR112W
YJL168C	YIL112W
YJL168C	YKR029C
YJL168C	YLR015W
YJL168C	YLR085C
YJL168C	YLR268W
YJL168C	YLR386W
YJL168C	YLR418C
YJL168C	YML041C
YJL168C	YML094W
YJL168C	YML128C
YJL168C	YNL153C
YJL168C	YNL294C
YJL168C	YNL297C
YJL168C	YNR051C
YJL168C	YOL012C
YJL168C	YOR106W
YJL168C	YOR123C
YJL168C	YPL055C
YJL168C	YPL161C
YJL168C	YPR014C
YJL173C	YML032C
YJL173C	YNL312W
YJL174W	YJL166W
YJL174W	YJR011C
YJL174W	YJR148W
YJL174W	YKL177W
YJL174W	YLR150W
YJL174W	YMR224C
YJL174W	YNL020C
YJL174W	YNL322C
YJL174W	YOR194C
YJL174W	YPL192C
YJL176C	YOR290C
YJL179W	YOR380W
YJL184W	YCR098C
YJL184W	YOR117W
YJL184W	YPL174C
YJL185C	YOR127W
YJL187C	YNL079C
YJL187C	YNL094W
YJL187C	YOR122C
YJL187C	YOR326W
YJL190C	YJL153C
YJL191W	YNL041C
YJL199C	YLR198C
YJL200C	YOL133W
YJL202C	YGR060W
YJL203W	YKR090W
YJL203W	YLR067C
YJL203W	YMR285C
YJL203W	YNR053C
YJL203W	YOL091W
YJL203W	YOL136C
YJL203W	YPR178W
YJL208C	YKL222C
YJL212C	YFR017C
YJR002W	YNL075W
YJR004C	YIR012W
YJR005W	YLR116W
YJR006W	YJR043C
YJR008W	YHR129C
YJR009C	YML053C
YJR011C	YNR069C
YJR011C	YOR047C
YJR015W	YDR179C
YJR021C	YNL189W
YJR022W	YBR034C
YJR022W	YBR044C
YJR022W	YCR020C-A
YJR022W	YCR107W
YJR022W	YDR127W
YJR022W	YDR135C
YJR022W	YDR184C
YJR022W	YEL023C
YJR022W	YGL028C
YJR022W	YJL004C
YJR022W	YKR021W
YJR022W	YKR104W
YJR022W	YLL015W
YJR022W	YLR133W
YJR022W	YLR143W
YJR022W	YLR269C
YJR022W	YLR430W
YJR022W	YLR438C-A
YJR022W	YMR205C
YJR022W	YMR268C
YJR022W	YNL050C
YJR022W	YNL118C
YJR022W	YNL147W
YJR022W	YNL227C
YJR022W	YNL242W
YJR022W	YNL329C
YJR022W	YNR050C
YJR022W	YNR053C
YJR022W	YOL031C
YJR022W	YOL140W
YJR022W	YOL149W
YJR022W	YOR076C
YJR022W	YOR319W
YJR022W	YPR017C
YJR022W	YPR178W
YJR025C	YML108W
YJR030C	YGL042C
YJR030C	YJL158C
YJR031C	YFR037C
YJR032W	YNL330C
YJR034W	YNL236W
YJR037W	YDL246C
YJR042W	YOR160W
YJR042W	YPL169C
YJR043C	YAL024C
YJR043C	YBR195C
YJR043C	YDR076W
YJR043C	YDR245W
YJR043C	YDR359C
YJR043C	YDR369C
YJR043C	YER095W
YJR043C	YER151C
YJR043C	YER173W
YJR043C	YGL163C
YJR043C	YKL113C
YJR043C	YLR234W
YJR043C	YLR235C
YJR043C	YLR370C
YJR043C	YML032C
YJR043C	YMR048W
YJR043C	YMR078C
YJR043C	YNL064C
YJR043C	YNL102W
YJR043C	YNL250W
YJR043C	YNL273W
YJR043C	YOR368W
YJR043C	YPL024W
YJR043C	YPL194W
YJR043C	YPR135W
YJR045C	YOR232W
YJR050W	YLR297W
YJR053W	YCL029C
YJR053W	YLR200W
YJR053W	YML064C
YJR053W	YML094W
YJR053W	YNL153C
YJR053W	YNL250W
YJR053W	YOR026W
YJR053W	YPL269W
YJR053W	YPR135W
YJR053W	YPR141C
YJR055W	YDR252W
YJR055W	YPL193W
YJR056C	YML064C
YJR057W	YBR098W
YJR057W	YCR086W
YJR057W	YDR438W
YJR057W	YDR446W
YJR057W	YDR452W
YJR057W	YDR453C
YJR057W	YDR458C
YJR057W	YDR490C
YJR057W	YER167W
YJR057W	YER173W
YJR057W	YGL020C
YJR057W	YGL173C
YJR057W	YHR178W
YJR057W	YJR034W
YJR057W	YKL032C
YJR057W	YKL098W
YJR057W	YKL113C
YJR057W	YKL114C
YJR057W	YLR234W
YJR057W	YLR235C
YJR057W	YLR268W
YJR057W	YMR190C
YJR057W	YMR198W
YJR057W	YNL218W
YJR057W	YNL229C
YJR057W	YNL241C
YJR057W	YNL299W
YJR057W	YOR304W
YJR057W	YPL194W
YJR058C	YMR119W
YJR060W	YKL049C
YJR060W	YKL089W
YJR060W	YMR094W
YJR060W	YMR168C
YJR060W	YNL103W
YJR060W	YNL232W
YJR060W	YOL145C
YJR063W	YAL045C
YJR063W	YAR047C
YJR063W	YBL050W
YJR063W	YBR099C
YJR063W	YBR116C
YJR063W	YBR185C
YJR063W	YBR187W
YJR063W	YBR219C
YJR063W	YBR220C
YJR063W	YBR228W
YJR063W	YDL129W
YJR063W	YDR079W
YJR063W	YDR178W
YJR063W	YDR196C
YJR063W	YJR113C
YJR063W	YPR010C
YJR065C	YKL013C
YJR065C	YLR370C
YJR065C	YNR035C
YJR066W	YKL203C
YJR066W	YLR116W
YJR066W	YNL006W
YJR066W	YPL180W
YJR067C	YLR406C
YJR068W	YNL262W
YJR068W	YOR217W
YJR069C	YDR192C
YJR070C	YCL037C
YJR070C	YDL192W
YJR070C	YEL060C
YJR070C	YGL107C
YJR070C	YGL127C
YJR070C	YGL244W
YJR070C	YHR041C
YJR070C	YMR269W
YJR070C	YNL141W
YJR070C	YOR309C
YJR072C	YLR150W
YJR072C	YLR243W
YJR072C	YOR262W
YJR074W	YLR293C
YJR074W	YOR185C
YJR075W	YAL002W
YJR075W	YBL007C
YJR075W	YBL047C
YJR075W	YBR082C
YJR075W	YBR181C
YJR075W	YDR129C
YJR075W	YEL031W
YJR075W	YGL135W
YJR075W	YGR133W
YJR075W	YHR013C
YJR075W	YJL095W
YJR075W	YJL148W
YJR075W	YJL176C
YJR075W	YJR043C
YJR075W	YJR084W
YJR075W	YJR145C
YJR075W	YKR014C
YJR075W	YKR020W
YJR075W	YKR082W
YJR075W	YLR061W
YJR075W	YLR087C
YJR075W	YLR192C
YJR075W	YLR295C
YJR075W	YLR337C
YJR075W	YLR338W
YJR075W	YLR360W
YJR075W	YML071C
YJR075W	YML094W
YJR075W	YML097C
YJR075W	YML115C
YJR075W	YMR060C
YJR075W	YMR198W
YJR075W	YNL153C
YJR075W	YNL322C
YJR075W	YNR005C
YJR075W	YNR051C
YJR075W	YOR035C
YJR075W	YOR089C
YJR075W	YPL031C
YJR075W	YPL050C
YJR075W	YPL172C
YJR076C	YLR314C
YJR076C	YML109W
YJR076C	YOR084W
YJR076C	YOR156C
YJR076C	YPL161C
YJR080C	YLL024C
YJR082C	YBR120C
YJR082C	YDL154W
YJR082C	YDR066C
YJR082C	YFL021W
YJR082C	YJR001W
YJR082C	YLR217W
YJR082C	YNL004W
YJR082C	YNL051W
YJR082C	YNL094W
YJR082C	YNR028W
YJR082C	YOL129W
YJR082C	YPR096C
YJR082C	YPR173C
YJR083C	YPL211W
YJR086W	YAR061W
YJR086W	YLR362W
YJR086W	YOR212W
YJR090C	YBR284W
YJR090C	YKL048C
YJR090C	YMR032W
YJR090C	YPR158W-B
YJR091C	YAL012W
YJR091C	YAL034W-A
YJR091C	YAL066W
YJR091C	YAR002C-A
YJR091C	YAR008W
YJR091C	YAR030C
YJR091C	YAR031W
YJR091C	YBL049W
YJR091C	YBL053W
YJR091C	YBL059W
YJR091C	YBL089W
YJR091C	YBL094C
YJR091C	YBR014C
YJR091C	YBR054W
YJR091C	YBR066C
YJR091C	YBR067C
YJR091C	YBR074W
YJR091C	YBR076W
YJR091C	YBR122C
YJR091C	YBR152W
YJR091C	YBR155W
YJR091C	YBR161W
YJR091C	YBR174C
YJR091C	YBR184W
YJR091C	YBR231C
YJR091C	YBR271W
YJR091C	YBR278W
YJR091C	YBR293W
YJR091C	YCL005W
YJR091C	YCL045C
YJR091C	YCL050C
YJR091C	YCL063W
YJR091C	YCL066W
YJR091C	YCL074W
YJR091C	YCR041W
YJR091C	YCR059C
YJR091C	YCR087C-A
YJR091C	YCR094W
YJR091C	YDL013W
YJR091C	YDL046W
YJR091C	YDL052C
YJR091C	YDL075W
YJR091C	YDL125C
YJR091C	YDL147W
YJR091C	YDL208W
YJR091C	YDL230W
YJR091C	YDR005C
YJR091C	YDR008C
YJR091C	YDR010C
YJR091C	YDR031W
YJR091C	YDR134C
YJR091C	YDR152W
YJR091C	YDR156W
YJR091C	YDR167W
YJR091C	YDR175C
YJR091C	YDR193W
YJR091C	YDR203W
YJR091C	YDR226W
YJR091C	YDR268W
YJR091C	YDR269C
YJR091C	YDR271C
YJR091C	YDR313C
YJR091C	YDR361C
YJR091C	YDR389W
YJR091C	YDR438W
YJR091C	YDR439W
YJR091C	YDR482C
YJR091C	YDR500C
YJR091C	YDR510W
YJR091C	YDR516C
YJR091C	YDR526C
YJR091C	YDR527W
YJR091C	YDR533C
YJR091C	YEL008W
YJR091C	YEL013W
YJR091C	YEL068C
YJR091C	YEL070W
YJR091C	YEL075C
YJR091C	YER019C-A
YJR091C	YER029C
YJR091C	YER036C
YJR091C	YER058W
YJR091C	YER063W
YJR091C	YER114C
YJR091C	YER125W
YJR091C	YER178W
